id,name,email,language_id,description,latitude,longitude,type_id,subtype_id,subtype_google,phone_number,website_address,from_google_place,valid,created_at,updated_at,address,image_file_name,image_content_type,image_file_size,image_updated_at
576,Barco Escola Chama Maré,agendamento@barcoescolachamamare.com,1,"Project developed by the State Government through the IDEMA. Leaving the Yacht Club of Natal towards the Reis Magos Fortress, through Redinha and the 'British Cemetery', entering in the Jaguaribe gamboa and heading toward the Igapó Bridge, returning by the Naval Base and the Port of Natal, reaching the point of shipment. Duration: 1:30h. Requires previous scheduling.",,,4,88,,(84) 3206-2439,www.escoladegoverno.rn.gov.br/Conteudo.asp?TRAN=ITEM&TARG=351&ACT=null&PAGE=null&PARM=null&LBL=assessoria,false,true,2016-03-28T12:57:31.206Z,2016-03-28T12:57:31.206Z,-,resource,image/jpeg,172140,2016-03-28T12:57:30.861Z
577,Drogaria Globo- Matriz,,2,Matriz das Drogarias Globo,5.8056733,35.2274334,8,18,, (84) 3203-8800,,false,true,2016-03-28T12:57:31.267Z,2016-03-28T12:57:31.267Z,"Rua dos Caicós, Alecrim, Natal/RN - CEP: 59037-700",,,,
578,Piscinas Naturais - Pirangi,,1,"Besides The Biggest Cashew of the World, the beach also offers diving and tours along its waters and nearby beaches. The scheduled tour lasts about 2 hours. Consulting tourism agencies for tour packges.",,,4,88,,,,false,true,2016-03-28T12:57:32.241Z,2016-03-28T12:57:32.241Z,-,resource,image/jpeg,44259,2016-03-28T12:57:32.108Z
579,Natal Táxi,,2,"Serviço de táxi 24 horas por dia. Bandeirada: R$ 4,55.",-5.8113152,-35.2142747,8,9,,(84) 3213-6800,,false,true,2016-03-28T12:57:33.397Z,2016-03-28T12:57:33.397Z,"Rua Doutor Horácio, 623, Lagoa Nova, Natal/RN - CEP: 59054-640",resource,image/jpeg,78737,2016-03-28T12:57:33.272Z
580,Cidade da Criança,,2,"A Cidade da Criança é uma das áreas verdes mais belas de Natal, tendo suas instalações voltadas, principalmente, para o público infantil. O parque foi fundado em 1962 e, após passar por reestruturação e modernização, reaberto ao público em 2014. Entre os espaços que compõem o parque público, administrado pela Secretaria Extraordinária de Cultura do RN/Fundação José Augusto estão o Parque Infantil Palhaço Faísca, pista de cooper, Lagoa de Manoel Felipe, pedalinhos, Igrejinha, anfiteatro, Escola de Artes Newton Navarro, Biblioteca Infanto-juvenil Mirian Coeli, Museu Taxidérmico, Casa de Vozinha, entre outros.",5.7964263,35.2050141,10,14,,(84) 3201-8006,,false,true,2016-03-28T12:57:34.102Z,2016-03-28T12:57:34.102Z,"Av. Rodrigues Alves, S/N - Tirol, Natal - RN, 59020-200",resource,image/jpeg,12142,2016-03-28T12:57:34.004Z
581,Banco do Brasil - Norte Shopping,,2,Serviços bancários.,-5.76062,-35.2491112,8,40,,(84) 3214-6120,www.bancobrasil.com.br/,false,true,2016-03-28T12:57:35.113Z,2016-03-28T12:57:35.113Z,"Avenida Doutor João Medeiros Filho, 2395, Potengi, Natal/RN - CEP: 59110-200",resource,image/jpeg,59267,2016-03-28T12:57:35.001Z
583,Cinépolis Norte Shopping,,2,Rede de cinema disponível em todo o país. Está localizado no Norte Shopping.,44.6053167,20.55755,10,39,,2010-2014,www.cinepolis.com.br,false,true,2016-03-28T12:57:37.915Z,2016-03-28T12:57:37.915Z,"Av Doutor Medeiros Filho, 2395 - loja 230 A - Bairro Potengi - CEP: 59510-200 - Natal - RN",resource,image/png,110985,2016-03-28T12:57:37.747Z
584,Drogaria Globo,,2,,5.7945836,35.2198449,8,18,,(84) 3213-1173,drogariaglobo.com.br,false,true,2016-03-28T12:57:37.993Z,2016-03-28T12:57:37.993Z,"Rua Amaro Barreto, Alecrim, Natal/RN - CEP: 59031-450",,,,
586,Barraca do Caranguejo,barracadocaranguejo@gmail.com,2,"Na orla de Ponta Negra, tem entre suas especialidades o camarão e o caranguejo.",-5.8782003,-35.1763075,9,87,,(84) 3219-5069,,false,true,2016-03-28T12:57:40.068Z,2016-03-28T12:57:40.068Z," Av. Erivan França, 1180 - Ponta Negra, Natal - RN, 59090-100",resource,image/jpeg,25502,2016-03-28T12:57:39.930Z
607,Dolce Latte Sorveteria,contato@dolcelattesorveteria.com.br,2,"Localizada ao lado do Shopping do Artesanato Potiguar. ""Puro Gelato Italiano"" está escrito na porta, sorvete produzido de forma artesanal e natural, utilizando frutas frescas e ingredientes selecionados oriundos da Itália e Brasil.",-5.8659544,-35.1861674,9,81,,(84) 2030-2290,dolcelattesorveteria.com.br/,false,true,2016-03-28T12:58:04.841Z,2016-03-28T12:58:04.841Z,"Avenida Engenheiro Roberto Freire, 365, Capim Macio, Natal/RN - CEP: 59080-400",resource,image/jpeg,220520,2016-03-28T12:58:04.509Z
588,Banco Itaú Personnalité,,1,Banking service.,-5.7899103,-35.1977226,2,83,,(84) 3133-2300,www.itau.com.br/personnalite,false,true,2016-03-28T12:57:41.804Z,2016-03-28T12:57:41.804Z,"Avenida Afonso Pena, Petrópolis, Natal/RN - CEP: 59020-100",resource,image/png,21574,2016-03-28T12:57:41.675Z
590,Galeria de Artes - Praia do Meio,,1,Art gallery.,-5.7805658,-35.1946096,4,48,,(84) 3202-3804,,false,true,2016-03-28T12:57:45.090Z,2016-03-28T12:57:45.090Z,"Rua do Motor, Praia do Meio, Natal/RN - CEP: 59010-090",resource,image/jpeg,461682,2016-03-28T12:57:44.258Z
591,ABRASEL,,2,Abrasel-Associação Brasileira de Bares e Restaurantes,5.8656514,35.1918508,8,90,,(84) 3222-9707,,false,true,2016-03-28T12:57:45.167Z,2016-03-28T12:57:45.167Z,"R. Alcindo Dias de Oliveira, 46 - Capim Macio, Natal - RN, 59082-300",,,,
592,Lagoa do Bonfim,,1,"The Bonfim lagoon is the biggest lagoon of the state of RN, is located on the south of Natal at about 40 km. ",,,4,15,,,,false,true,2016-03-28T12:57:46.076Z,2016-03-28T12:57:46.076Z,"Nísia Floresta, RN - Brasil Cep: 59164-000",resource,image/jpeg,19213,2016-03-28T12:57:45.969Z
593,Delegacia da Mulher, deamvn@rn.gov.br,1,Specialized police department of taking care of violence against women.,-5.776832,-35.205452,2,62,,(84) 3232-2526,,false,true,2016-03-28T12:57:46.819Z,2016-03-28T12:57:46.819Z,"Rua Frei Miguelinho, Ribeira, Natal/RN - CEP: 59012-180",resource,image/jpeg,12960,2016-03-28T12:57:46.726Z
594,Praça Augusto Leite,,2,"Lugar utilizado para passeio, em sua volta encontram-se vários consultórios médicos particulares.",30.23005299999996,-90.83516329999998,10,78,,,,false,true,2016-03-28T12:57:49.048Z,2016-03-28T12:57:49.048Z,"Praça Augusto Leite, Tirol, Natal/RN - CEP: 59020-380",resource,image/jpeg,821325,2016-03-28T12:57:48.650Z
595,SAMU 24hs,,1,It is a health service mobile emergency (ambulance).,,,2,62,,192,,false,true,2016-03-28T12:57:49.098Z,2016-03-28T12:57:49.098Z,-,,,,
600,UniFarma ,,2,Serviço de Farmácia.,-5.8705681,-35.1819302,8,18,,(84) 3219-3471,www.unifarma.com.br/,false,true,2016-03-28T12:57:56.165Z,2016-03-28T12:57:56.165Z,"Av. Praia de Tibau, 2, Ponta Negra, Natal - RN",resource,image/jpeg,8696,2016-03-28T12:57:56.071Z
601,Solar Bela Vista,,2,"O palacete em estilo neoclássico atualmente é um centro cultural e também abriga um auditório, e oficinas de música e artes.",-5.7866203,-35.206874,10,31,,(84) 3212-1760,,false,true,2016-03-28T12:57:57.532Z,2016-03-28T12:57:57.532Z,"Rua João Pessoa, Cidade Alta, Natal/RN - CEP: 59025-500",resource,image/jpeg,232506,2016-03-28T12:57:57.374Z
603,Mirante dos Golfinhos,,1,"Embedded in the cliffs of Tabatinga 45 km from Natal, the gazebo has a beautiful view of a part of the Natal south coast and if the tide is full, you might be able to see the dolphins.",-6.056402,-35.104198,4,128,,,,false,true,2016-03-28T12:57:59.427Z,2016-03-28T12:57:59.427Z,"Praia Barra de Tabatinga, Nísia Floresta/RN",resource,image/jpeg,39236,2016-03-28T12:57:59.303Z
605,Cervejaria Devassa,,2,"Rede de franquias, com Chopp, tira-gostos e refeições para satisfazer cada cliente.",-5.8697236,-35.1832566,9,87,,(84) 3346-0108,http://www.cervejariadevassa.com.br/,false,true,2016-03-28T12:58:01.607Z,2016-03-28T12:58:01.607Z,"R. Pedro Fonseca Filho, 10000 - Ponta Negra, Natal - RN, 59090-080",resource,image/jpeg,10060,2016-03-28T12:58:01.494Z
606,Capela do Forte,,2,"A capela está construída dentro do forte no seu ponto mais central. Em seu teto existe um poço onde os soldados coletavam água. Atualmente, faz parte da bela estrutura histórica para visitação.",-6.238218,-36.4797126,10,115,,(84) 3202-9006,,false,true,2016-03-28T12:58:02.915Z,2016-03-28T12:58:02.915Z,"Avenida Praia do Forte , 2 , Cep 59380-000 Santos Reis, Natal  -  RN",resource,image/jpeg,98687,2016-03-28T12:58:02.733Z
597,Fogo & Chama,,1,"It is located in a beautiful place of the city, called Ponta do Morcego at Praia do Meio beach. Offers a great view of the beaches of Natal, regional and traditional cuisine. Its main course is the Brazilian barbecue. From Mondays until Fridays between 3pm to 6pm it is closed.",-5.7899103,-35.1977225,1,19,,,http://www.fogoechama.com.br/,false,true,2016-03-28T12:57:52.421Z,2016-04-03T22:17:11.914Z,"Avenida Afonso Pena, Petrópolis, Natal/RN - CEP: 59020-100",resource,image/jpeg,183697,2016-03-28T12:57:52.263Z
599,Paprika Restaurante ,,1,The restaurant has a beautiful ocean view. It serves Italian and Brazilian food in a cozy atmosphere with good service. ,-5.8736612,-35.179023,1,19,,,http://www.paprikanatal.com.br/,false,true,2016-03-28T12:57:55.299Z,2016-04-03T22:19:42.991Z,"Rua Pedro Fonseca Filho, 9001 Ponta Negra, Natal/RN 
59090-080",resource,image/jpeg,57068,2016-03-28T12:57:55.155Z
609,Terraço Petiscos e Grelhados,,2,"Um dos bares mais tradicionais de Capim Macio, na zona sul de Natal, prezando pela cerveja gelada com preços competitivos, espetinhos e carnes grelhadas.",-5.8604192,-35.1984375,9,87,,(84) 3642-2202,,false,true,2016-03-28T12:58:06.679Z,2016-03-28T12:58:06.679Z,"Rua Ismael Pereira da Silva, 1600 - Capim Macio
Natal, RN - 59.002-410",resource,image/jpeg,21274,2016-03-28T12:58:06.547Z
610,Casa Nova Ecobar,casanova_ecobar@hotmail.com,1,The bar has the proposal and commitment to being a company that focuses on environmental sustainability.,37.4954487,-88.4185708,4,56,,(84) 3231-4331,https://twitter.com/CASANOVA_EcoBar,false,true,2016-03-28T12:58:07.618Z,2016-03-28T12:58:07.618Z,"Avenida Senador Salgado Filho, Tirol, Natal/RN - CEP: 59015-000",resource,image/jpeg,37482,2016-03-28T12:58:07.443Z
611,Rua Chile,,1,"IIt was one of the main streets of the Ribeira neighborhood in the nineteenth century, when it was full of warehouses that stocked sugar and cotton. Nowadays these spaces have given way to bars and nightclubs. It is the scene of important cultural events in the city.",-5.775957698999999,-35.2057296,4,102,,,,false,true,2016-03-28T12:58:08.935Z,2016-03-28T12:58:08.935Z,"Rua Chile, Ribeira, Natal/RN - CEP: 59012-250",resource,image/jpeg,130599,2016-03-28T12:58:08.806Z
612,Curva do Vento - Batataria e Pizzaria,mauropsaad@hotmail.com,2,"Ambiente descontraído, com excelentes opções de pizza ( massa fina ) e batata.",-5.8821246,-35.1798558,9,87,,(84) 2010-4749,,false,true,2016-03-28T12:58:10.000Z,2016-03-28T12:58:10.000Z,"Rua Doutor Manoel Augusto Bezerra de Araújo, 396 - Ponta Negra, Natal - RN, 59090-430",resource,image/jpeg,11394,2016-03-28T12:58:09.892Z
614,Forró com Turista,,1,Traditional forró at the Centro de Turismo. Receives tourists every  Thursdays.,-5.780723399999997,-35.1983024,4,56,,(84) 3211-6218,http://www.forrocomturista.com.br,false,true,2016-03-28T12:58:12.820Z,2016-03-28T12:58:12.820Z,"Rua Aderbal de Figueiredo, Praia do Meio, Natal/RN - CEP: 59010-115",resource,image/jpeg,287039,2016-03-28T12:58:12.666Z
615,Capitania das Artes,funcarte@natal.rn.gov.br,1,"Old building of the ports command  that now houses the Capitania das Artes. It has  handcraft shops, stage for concerts, auditoriums for events and conventions. ",-5.7786534,-35.20526419999999,4,102,,84 3232-4945,www.natal.rn.gov.br/funcarte,false,true,2016-03-28T12:58:13.584Z,2016-03-28T12:58:13.584Z,"Avenida Câmara Cascudo, Cidade Alta, Natal/RN - CEP: 59025-280",resource,image/jpeg,8779,2016-03-28T12:58:13.488Z
616,Posto de Informações Turisticas- Rodoviária,,2,"Posto de Informações Turísticas do estado, dentro da Rodoviária de Natal",5.8033976,35.229527,8,82,,84-3211-6149,,false,true,2016-03-28T12:58:13.642Z,2016-03-28T12:58:13.642Z,Av. Cap. Mor Gouveia-1237- Cidade da Esperança,,,,
620,Igreja de Santos Reis,amp@digi.com.br,1,Main church of one of the oldest and most important neighborhoods of Natal.,-5.7681732,-35.199027,4,127,,(84) 3272-2201,,false,true,2016-03-28T12:58:18.505Z,2016-03-28T12:58:18.505Z,"Rua Otoniel Menezes, Santos Reis, Natal/RN - CEP: 59010-510",resource,image/jpeg,88491,2016-03-28T12:58:18.359Z
622,Banco do Brasil - Av. Rio Branco,,2,Serviços bancários.,-5.7885625,-35.2082005,8,40,,(84) 3216-4500,www.bancobrasil.com.br/,false,true,2016-03-28T12:58:19.748Z,2016-03-28T12:58:19.748Z,"Avenida Rio Branco, 510, 1º andar, Cidade Alta, Natal/RN - CEP: 59025-000",resource,image/jpeg,59267,2016-03-28T12:58:19.629Z
623,Lagoa do Carcará,,1,"Located on the southern coast, 30 km from Natal it has a beautiful natural landscape. There are kiosks on the place which serve starters and drinks.",,,4,15,,,,false,true,2016-03-28T12:58:20.884Z,2016-03-28T12:58:20.884Z,"Nísia Floresta - RN, CEP: 59164000",resource,image/jpeg,66530,2016-03-28T12:58:20.750Z
625,Parque Urbano,,2,"Parque Estadual das Dunas- segundo maior parque urbano do Brasil e o maior com vegetação nativa,está localizado em Natal.Ocupa uma área de 1.172 hectares, tem 8,5 km de extensão e nele, além de trilhas ecológicas, fica localizado o romântico Bosque dos Namorados, com mais de 1300 árvores, representado 50 espécies nativas da Mata Atlântica.",5.8169581,35.1854015,10,113,,(84) 3201-3985,,false,true,2016-03-28T12:58:21.760Z,2016-03-28T12:58:21.760Z,Parque das Dunas-Via Costeira- e Bosque dos Namorados- Alexandrino de Alencar- 1639 .Natal-RN,resource,image/jpeg,12381,2016-03-28T12:58:21.668Z
626,Between - Food & Gallery,between@hotmail.com,2,"Gastronomia contemporânea, priorizando produtos orgânicos. Alia comida de alta qualidade e arte.",-5.7840702,-35.2008249,9,87,,(84) 3027-2708,http://betweenbr.com/,false,true,2016-03-28T12:58:22.692Z,2016-03-28T12:58:22.692Z,"Av. Campos Sales, 384 - Petrópolis, Natal - RN, 59020-300",resource,image/jpeg,30624,2016-03-28T12:58:22.527Z
629,Igreja Metodista Ortodoxa,,2,"A doutrina segue os princípios básicos do Protestantismo. Aceita o batismo simbólico das crianças, a cura divina, defende ser a palavra de Deus suficiente para a salvação. Rejeita a predestinação e acredita na manifestação do Espírito Santo.",15.0030615,48.8565699,10,115,,84-3653-2967,,false,true,2016-03-28T12:58:24.970Z,2016-03-28T12:58:24.970Z,"Rua Presidente Mascarenhas, Alecrim, Natal/RN - CEP: 59035-540",,,,
1004,Drogaria Santa Fé,,2,Serviço de farmácia.,-5.7858448,-35.1952796,8,18,,(84) 3202-1416,www.drogariasantafe.com.br/,false,true,2016-03-28T13:06:42.299Z,2016-03-28T13:06:42.299Z,"Avenida Hermes da Fonseca, Petrópolis, Natal/RN - CEP: 59020-000",resource,image/jpeg,43726,2016-03-28T13:06:42.187Z
618,Igreja Assembléia de Deus- Candelária,,2,Igreja Evangélica-Candelária,5.8356986,35.220749,10,115,,,,false,true,2016-03-28T12:58:16.131Z,2016-04-03T14:11:53.598Z,"Rua Barão de Serra Branca, 1380, Candelária, Natal/RN - CEP.: 59065-550.",resource,image/jpeg,10515,2016-03-28T12:58:16.036Z
621,Massa Finna Pizzas,fernandoacsilva@hotmail.com,2,"Pizzas deliciosas e bem recheadas. Você pode optar entre 5 tipos diferentes de massa e 5 tipos de queijo, sem cobrança de valor adicional.",-5.8191227,-35.1983597,9,87,,(84) 03611-0809,,false,true,2016-03-28T12:58:18.592Z,2016-04-07T13:17:26.226Z,"Rua Vicente Farache, 4750 - Morro Branco, Natal - RN, 59056-380",massa.jpg,image/jpeg,4734,2016-04-07T13:17:26.136Z
617,AVIANCA,,1,Airline with one of the most modern fleets in the country.,-5.7761156,-35.3685678,2,104,,(84) 3087-1303,http://www.avianca.com.br/,false,true,2016-03-28T12:58:15.343Z,2016-04-08T18:49:41.622Z,"Avenida Ruy Pereira dos Santos, 3100, São Gonçalo do Amarante. CEP: 59290-000 | RN",resource,image/jpeg,431430,2016-03-28T12:58:14.975Z
630,Polícia Federal,,2,"Número de contato para relatar ocorrências a polícia federal. O serviço de denúncia funciona 24h, porém a sede da polícia federal abre apenas em horário comercial.",-5.825552,-35.223976,8,90,,194, www.dpf.gov.br/,false,true,2016-03-28T12:58:25.004Z,2016-03-28T12:58:25.004Z,"Rua Doutor Lauro Pinto, 155 - Lagoa Nova, Natal/RN - 59064-250",,,,
631,Federação Espírita do RN,,2,Espirita Cardessista,5.7909266,352017723,10,115,,84-3211-8518,,false,true,2016-03-28T12:58:25.892Z,2016-03-28T12:58:25.892Z,"A. Rodrigues Alves, 779- Tirol- CEP-59020-200",resource,image/jpeg,15156,2016-03-28T12:58:25.800Z
632,Polícia Civil,,2,Número de contato para relatar denúncias a polícia civil. Serviço 24h.,-5.8283635,-35.2319807,8,90,,197,www.policiacivil.rn.gov.br/,false,true,2016-03-28T12:58:25.942Z,2016-03-28T12:58:25.942Z,"Av. Prudente de Morais, S/N, Candelária, Natal/RN  - CEP 59065-500",,,,
634,Rodoviária de Natal,,2," A rodoviária tem seu nome oficial como Terminal Rodoviário Severino Tomaz, localizada no bairro de Cidade da Esperança, zona leste.",-5.819684,-35.235075,8,37,,(84) 3205-2931,,false,true,2016-03-28T12:58:28.578Z,2016-03-28T12:58:28.578Z,"Avenida Capitão-Mor Gouveia, 1237,  Nossa Senhora de Nazaré, Natal/RN - CEP: 59060-400",resource,image/jpeg,109800,2016-03-28T12:58:28.453Z
636,Correios Agência Princesa Isabel,,2,Serviços de Correios,5.4078235,35.5917977,8,59,,(84) 3220-2400,correios.com.br,false,true,2016-03-28T12:58:28.658Z,2016-03-28T12:58:28.658Z,"Rua Princesa Isabel, Cidade Alta, Natal/RN - CEP: 59025-400",,,,
637,Potiguar Turismo,,1,Works in inbound tourism within the state received its first group in 01/11/1997 and today is one of the most traditional agencies,-5.8720933,-35.181094,2,123,,(84) 4009-8550,http://www.potiguarturismo.com.br/,false,true,2016-03-28T12:58:30.642Z,2016-03-28T12:58:30.642Z,"Avenida Praia de Ponta Negra, Ponta Negra, Natal/RN - CEP: 59094-100",resource,image/jpeg,529374,2016-03-28T12:58:30.091Z
638,Estação da Ribeira,,2,"Estação de trem em Natal de acesso as linhas Norte, com 12 estações que dão acesso aos municípios de Extremoz e Ceará-Mirim, e Sul com 9 estações que dão acesso ao município de Parnamirim. Hoje os trilhos são administrados pela CBTU Natal (Companhia Brasileira de Trens Urbanos - Superintendência Natal).",-5.780267,-35.206242,8,37,,(84) 3221-3355,natal.cbtu.gov.br/,false,true,2016-03-28T12:58:31.766Z,2016-03-28T12:58:31.766Z,"Pç. Augusto Severo (Av. Dq. de Caxias), 302, Ribeira, Natal/RN, 59018-380",resource,image/jpeg,55380,2016-03-28T12:58:31.591Z
639,Banco Santander - Av. Eng. Roberto Freire,,1,Banking service.,-5.8734145,-35.1798078,2,83,,(84) 3217-5554,www.santander.com.br/,false,true,2016-03-28T12:58:32.757Z,2016-03-28T12:58:32.757Z,"Avenida Engenheiro Roberto Freire, 2920, Capim Macio, Natal/RN - CEP: 59080-400",resource,image/jpeg,21945,2016-03-28T12:58:32.662Z
640,IBAMA,,1,"IBAMA controls, monitors and handles the preservation of the fauna and flora all over the brazillian country.",-5.8042696,-35.2091494,2,90,,0800 61 8080,www.ibama.gov.br/,false,true,2016-03-28T12:58:33.543Z,2016-03-28T12:58:33.543Z,"Avenida Almirante Alexandrino de Alencar, 1399, Tirol, Natal/RN - CEP: 59015-350",resource,image/jpeg,12887,2016-03-28T12:58:33.444Z
641,Farmácia Delivery Prescrita,,2,Serviço de Farmácia,5.794091,35.2015464,8,18,,(84) 4008-2333,prescritamedicamentos.com.br,false,true,2016-03-28T12:58:33.592Z,2016-03-28T12:58:33.592Z,"Avenida Afonso Pena, Petrópolis, Natal/RN - CEP: 59020-100",,,,
643,Imirá Plaza Hotel,reservas@imiraplaza.com.br,1,At Hotel they offer a fitness area salon spa sauna business center ( computer fax printer ) and reception with wireless,-5.8277317,-35.1847926,5,2,,(84) 4005-0505,http://www.imiraplaza.com.br,false,true,2016-03-28T12:58:35.437Z,2016-03-28T12:58:35.437Z,"Via Costeira, 4077 - Parque das Dunas, Natal - RN, 59090-001",resource,image/jpeg,74227,2016-03-28T12:58:35.305Z
644,Aeroporto Internacional Governador Aluízio Alves,gruposonlinern@gmail.com,1,"First airport granted by the Federal Government to the private sector in the country, located in the metropolitan region of Natal. With capacity for 6 million passengers a year, it offers 850 parking spaces. The first hour in the parking costs R$ 8, the second hour R$ 4 more and from there the additional hour is R$ 1.",-5.7761157,-35.3685679,2,60,,(84) 3343-6060,www.natal.aero/br,false,true,2016-03-28T12:58:36.988Z,2016-03-28T12:58:36.988Z,"Avenida Ruy Pereira dos Santos, 3100, São Gonçalo do Amarante.",resource,image/jpeg,77283,2016-03-28T12:58:36.854Z
645,Banco Itaú Personnalité,,2,Serviços bancários.,-5.7899103,-35.1977226,8,40,,(84) 3133-2300,www.itau.com.br/personnalite,false,true,2016-03-28T12:58:37.918Z,2016-03-28T12:58:37.918Z,"Avenida Afonso Pena, Petrópolis, Natal/RN - CEP: 59020-100",resource,image/png,21574,2016-03-28T12:58:37.786Z
646,Fio de Azeite,contato@restaurantefiodeazeite.com,2,"Restaurante aconchegante com cardápio balanceado, saudável e saboroso. Das 15:00 às 19:00, o restaurante fecha.",-5.7947131,-35.2031073,9,87,,(84) 2030-4400,www.restaurantefiodeazeite.com.br,false,true,2016-03-28T12:58:38.679Z,2016-03-28T12:58:38.679Z,"Rua Ceará Mirim, 653 - Tirol
Natal, RN 
CEP 59.020-240",resource,image/jpeg,10733,2016-03-28T12:58:38.575Z
647,Moviecom,,2,Rede de cinema disponível no país. Está localizado no Praia Shopping.,-5.875477999999888,-35.1757829,10,39,,(84) 3219-5625,www.moviecom.com.br/,false,true,2016-03-28T12:58:39.624Z,2016-03-28T12:58:39.624Z,"Avenida Erivan França, Ponta Negra, Natal/RN - CEP: 59090-100",resource,image/jpeg,27500,2016-03-28T12:58:39.532Z
648,Aquarius Restaurante,,2,"Restaurante do Aquaria Hotel, em Ponta Negra, serve pratos modernos e clássicos, cozinhas Brasileira e Internacional. É servido um maravilhoso café da manhã com diversos itens, incluindo omeletes e tapiocas feitos na hora. Almoço e jantar são a La Carte, com uma carta de vinhos de alta qualidade.",-5.881884,-35.1720669,9,87,,(84) 3092 6806,www.aquarianatal.com/,false,true,2016-03-28T12:58:48.688Z,2016-03-28T12:58:48.688Z,"Av. Erivan França, 152 - Ponta Negra, Natal/RN. CEP: 59090-100",resource,image/jpeg,6015341,2016-03-28T12:58:45.501Z
649,Tele Passagens,,2,Venda de passagens rodoviárias pelo telefone.,-5.8186215,-35.2346315,8,90,,(84) 3205-2428,,false,true,2016-03-28T12:58:48.794Z,2016-03-28T12:58:48.794Z,"Avenida Capitão-Mor Gouveia, 1237, Nossa Senhora de Nazaré, Natal/RN - CEP: 59060-400",,,,
642,Avis- Aeroporto,,2,Serviço de Locadora no Aeroporto,5.7560487,35.3085771,8,12,,,,false,true,2016-03-28T12:58:34.351Z,2016-04-03T14:15:22.802Z,"Av. Dr. Ruy Pereira dos Santos
São Gonçalo do Amarante - RN
59290-000",resource,image/jpeg,2312,2016-03-28T12:58:34.262Z
650,Freddy's Burguer e Steak House,,2,"O Freddy’s tem uma decoração muito bonita e um cardápio variado com pratos saudáveis e sanduíches deliciosos. Tudo parece ter sido bem pensado para dar ao local um ar mais jovem, moderninho. De segunda à sexta, fecha das 14:45 às 17:00",-5.783905799999999,-35.2005454,9,3,,(84) 02226-1111,http://freddys.net.br/,false,true,2016-03-28T12:58:49.929Z,2016-04-07T13:07:46.184Z,"R. Potengi, 617 - Petrópolis, Natal - RN, 59020-030",resource,image/jpeg,85019,2016-03-28T12:58:49.767Z
5436,Le Petit Bistrô,,2,"Restaurante ideal para seu happy hour, com culinária tradicional e contemporânea",-5.882437599999999,-35.1804456,9,87,,(84) 2020-6040,,,true,2016-04-20T15:52:17.587Z,2016-04-20T16:20:39.290Z,"Rua Estrela do Mar, 2243 - Ponta Negra
Natal, RN - 59.090-400",,,,
5439,Comedor de Camarão,,1,"Did you know? Who was born in Rio Grande do Norte is called Potiguar, which means ""shrimp eater""",0,0,4,41,,,,,true,2016-04-22T13:41:29.017Z,2016-04-22T13:41:29.017Z,Natal- Rio Grande do Norte,0121-Camarões.jpg,image/jpeg,6176067,2016-04-22T13:41:27.349Z
651,Hotel Majestic,majestic@majesticnatal.com.br,1,Rooms overlooking the sea. All acclimatised with crystal sconces and mirrors with classical frames.,-5.8735453,-35.1833332,5,2,,(84) 3642 7000,http://www.majesticnatal.com.br/,false,true,2016-03-28T12:58:51.661Z,2016-03-28T12:58:51.661Z,"Avenida Engenheiro Roberto Freire, 8860 Ponta Negra, Natal/RN - CEP: 59090-000",resource,image/jpeg,261690,2016-03-28T12:58:51.265Z
652,Paprika Restaurante ,cavaniroberto@libero.it,2,"Restaurante com uma bela vista para o mar de Ponta Negra, unindo as cozinhas italiana e brasileira num ambiente aconchegante e com um bom atendimento. ",-5.8736612,-35.179023,9,87,,(84) 3219 3865,http://www.paprikanatal.com.br/,false,true,2016-03-28T12:58:52.846Z,2016-03-28T12:58:52.846Z,"R. Pedro Fonseca Filho, 9001 - Ponta Negra, Natal - RN, 59090-080",resource,image/jpeg,57068,2016-03-28T12:58:52.714Z
654,Forte dos Reis Magos,,2,"Foi o marco inicial para a cidade ser fundada em 1599. Começou sua construção em 6 de janeiro de 1598, dia de Reis, recebendo assim seu nome.",5.7563658,35.1970967,10,31,,(84) 3202 9006,portal.iphan.gov.br,false,true,2016-03-28T12:58:54.278Z,2016-03-28T12:58:54.278Z,"Avenida Praia do Forte , 2 , Santos Reis, Natal  -  RN",resource,image/jpeg,142297,2016-03-28T12:58:54.086Z
655,Banco do Brasil,,2,Serviços bancários.,-5.824773,-35.224019,8,40,,(84) 32345014,www.bancobrasil.com.br/,false,true,2016-03-28T12:58:55.558Z,2016-03-28T12:58:55.558Z,"Avenida Capitão-Mor Gouveia, 1564,  Lagoa Nova, Natal/RN - CEP: 59063-400",resource,image/jpeg,59267,2016-03-28T12:58:55.353Z
657,Cooptax,,2,"Cooperativa dos proprietários de Táxi de Natal. Serviço de táxi 24 horas por dia. Bandeirada: R$ 4,55.",-5.7919748,-35.207803,8,9,,(84) 3205-4455,www.cooptaxnatal.com.br,false,true,2016-03-28T12:58:58.401Z,2016-03-28T12:58:58.401Z,"Rua Mermoz, Cidade Alta, 280, Natal/RN - CEP: 59025-250",resource,image/jpeg,58127,2016-03-28T12:58:58.246Z
658,IDEMA,,2,IDEMA- Instituto de Desenvolvimento Econômico e Meio Ambiente,5.8197218,35.2052376,8,90,,(84) 3232-1970,,false,true,2016-03-28T12:58:58.453Z,2016-03-28T12:58:58.453Z,"Av. Nascimento de Castro, 2127 - Dix-Sept Rosado
Natal - RN
59054-180",,,,
